date,eth_chain_tvl
2018-04-29 00:00:00+00:00,28977326
2018-04-30 00:00:00+00:00,28969763
2018-05-01 00:00:00+00:00,28984307
2018-05-02 00:00:00+00:00,28977941
2018-05-03 00:00:00+00:00,35203792
2018-05-04 00:00:00+00:00,29514151
2018-05-05 00:00:00+00:00,29565821
2018-05-06 00:00:00+00:00,29590838
2018-05-07 00:00:00+00:00,29584982
2018-05-08 00:00:00+00:00,23996888
2018-05-09 00:00:00+00:00,24006329
2018-05-10 00:00:00+00:00,29220087
2018-05-11 00:00:00+00:00,29200576
2018-05-12 00:00:00+00:00,29180118
2018-05-13 00:00:00+00:00,29161024
2018-05-14 00:00:00+00:00,29172651
2018-05-15 00:00:00+00:00,29192404
2018-05-16 00:00:00+00:00,27637293
2018-05-17 00:00:00+00:00,27621514
2018-05-18 00:00:00+00:00,26702764
2018-05-19 00:00:00+00:00,30301579
2018-05-20 00:00:00+00:00,30305637
2018-05-21 00:00:00+00:00,30318592
2018-05-22 00:00:00+00:00,29046638
2018-05-23 00:00:00+00:00,29017571
2018-05-24 00:00:00+00:00,28956511
2018-05-25 00:00:00+00:00,28999900
2018-05-26 00:00:00+00:00,28971623
2018-05-27 00:00:00+00:00,24783617
2018-05-28 00:00:00+00:00,24794527
2018-05-29 00:00:00+00:00,24743844
2018-05-30 00:00:00+00:00,31952258
2018-05-31 00:00:00+00:00,31943323
2018-06-01 00:00:00+00:00,31963581
2018-06-02 00:00:00+00:00,31952510
2018-06-03 00:00:00+00:00,31986000
2018-06-04 00:00:00+00:00,30750887
2018-06-05 00:00:00+00:00,30741186
2018-06-06 00:00:00+00:00,30734367
2018-06-07 00:00:00+00:00,30749864
2018-06-08 00:00:00+00:00,30135166
2018-06-09 00:00:00+00:00,30137891
2018-06-10 00:00:00+00:00,30134960
2018-06-11 00:00:00+00:00,20200363
2018-06-12 00:00:00+00:00,20202458
2018-06-13 00:00:00+00:00,20177422
2018-06-14 00:00:00+00:00,20171150
2018-06-15 00:00:00+00:00,21673737
2018-06-16 00:00:00+00:00,21665463
2018-06-17 00:00:00+00:00,24002627
2018-06-18 00:00:00+00:00,24004364
2018-06-19 00:00:00+00:00,24031704
2018-06-20 00:00:00+00:00,24037291
2018-06-21 00:00:00+00:00,24045886
2018-06-22 00:00:00+00:00,23763827
2018-06-23 00:00:00+00:00,21165759
2018-06-24 00:00:00+00:00,21175105
2018-06-25 00:00:00+00:00,21162437
2018-06-26 00:00:00+00:00,21165475
2018-06-27 00:00:00+00:00,19744994
2018-06-28 00:00:00+00:00,19764441
2018-06-29 00:00:00+00:00,19771694
2018-06-30 00:00:00+00:00,22475278
2018-07-01 00:00:00+00:00,22483726
2018-07-02 00:00:00+00:00,22490475
2018-07-03 00:00:00+00:00,22513321
2018-07-04 00:00:00+00:00,22493042
2018-07-05 00:00:00+00:00,22510025
2018-07-06 00:00:00+00:00,22526670
2018-07-07 00:00:00+00:00,22495522
2018-07-08 00:00:00+00:00,25093689
2018-07-09 00:00:00+00:00,23126728
2018-07-10 00:00:00+00:00,19628038
2018-07-11 00:00:00+00:00,19573614
2018-07-12 00:00:00+00:00,19899688
2018-07-13 00:00:00+00:00,19890030
2018-07-14 00:00:00+00:00,19896837
2018-07-15 00:00:00+00:00,19888431
2018-07-16 00:00:00+00:00,19913834
2018-07-17 00:00:00+00:00,19929339
2018-07-18 00:00:00+00:00,19924898
2018-07-19 00:00:00+00:00,19894895
2018-07-20 00:00:00+00:00,20149827
2018-07-21 00:00:00+00:00,20590476
2018-07-22 00:00:00+00:00,20596340
2018-07-23 00:00:00+00:00,20605860
2018-07-24 00:00:00+00:00,20578762
2018-07-25 00:00:00+00:00,20265462
2018-07-26 00:00:00+00:00,20259382
2018-07-27 00:00:00+00:00,20250097
2018-07-28 00:00:00+00:00,17813102
2018-07-29 00:00:00+00:00,17815710
2018-07-30 00:00:00+00:00,17814972
2018-07-31 00:00:00+00:00,17810324
2018-08-01 00:00:00+00:00,17795180
2018-08-02 00:00:00+00:00,16575227
2018-08-03 00:00:00+00:00,16575865
2018-08-04 00:00:00+00:00,16174201
2018-08-05 00:00:00+00:00,16159086
2018-08-06 00:00:00+00:00,358439
2018-08-07 00:00:00+00:00,367117
2018-08-08 00:00:00+00:00,367758
2018-08-09 00:00:00+00:00,340001
2018-08-10 00:00:00+00:00,337587
2018-08-11 00:00:00+00:00,16800664
2018-08-12 00:00:00+00:00,16800809
2018-08-13 00:00:00+00:00,16533578
2018-08-14 00:00:00+00:00,16535473
2018-08-15 00:00:00+00:00,16534267
2018-08-16 00:00:00+00:00,16552382
2018-08-17 00:00:00+00:00,16562358
2018-08-18 00:00:00+00:00,16790597
2018-08-19 00:00:00+00:00,16788445
2018-08-20 00:00:00+00:00,16786536
2018-08-21 00:00:00+00:00,16782137
2018-08-22 00:00:00+00:00,16948572
2018-08-23 00:00:00+00:00,12059764
2018-08-24 00:00:00+00:00,14320257
2018-08-25 00:00:00+00:00,12189870
2018-08-26 00:00:00+00:00,13119602
2018-08-27 00:00:00+00:00,20787329
2018-08-28 00:00:00+00:00,21681043
2018-08-29 00:00:00+00:00,13842550
2018-08-30 00:00:00+00:00,13838204
2018-08-31 00:00:00+00:00,13826746
2018-09-01 00:00:00+00:00,33918185
2018-09-02 00:00:00+00:00,34461150
2018-09-03 00:00:00+00:00,34454043
2018-09-04 00:00:00+00:00,34394921
2018-09-05 00:00:00+00:00,34281081
2018-09-06 00:00:00+00:00,34141470
2018-09-07 00:00:00+00:00,31632459
2018-09-08 00:00:00+00:00,31627730
2018-09-09 00:00:00+00:00,31565234
2018-09-10 00:00:00+00:00,30914431
2018-09-11 00:00:00+00:00,32694805
2018-09-12 00:00:00+00:00,32416971
2018-09-13 00:00:00+00:00,32697437
2018-09-14 00:00:00+00:00,31981413
2018-09-15 00:00:00+00:00,17286027
2018-09-16 00:00:00+00:00,18181250
2018-09-17 00:00:00+00:00,16785441
2018-09-18 00:00:00+00:00,17156973
2018-09-19 00:00:00+00:00,17052370
2018-09-20 00:00:00+00:00,17295231
2018-09-21 00:00:00+00:00,17467378
2018-09-22 00:00:00+00:00,17735981
2018-09-23 00:00:00+00:00,12120894
2018-09-24 00:00:00+00:00,12001453
2018-09-25 00:00:00+00:00,10599223
2018-09-26 00:00:00+00:00,15541932
2018-09-27 00:00:00+00:00,11336827
2018-09-28 00:00:00+00:00,14120352
2018-09-29 00:00:00+00:00,15375082
2018-09-30 00:00:00+00:00,15840876
2018-10-01 00:00:00+00:00,16736615
2018-10-02 00:00:00+00:00,17016009
2018-10-03 00:00:00+00:00,16680954
2018-10-04 00:00:00+00:00,14741093
2018-10-05 00:00:00+00:00,15414443
2018-10-06 00:00:00+00:00,16097534
2018-10-07 00:00:00+00:00,15813653
2018-10-08 00:00:00+00:00,14055504
2018-10-09 00:00:00+00:00,14110331
2018-10-10 00:00:00+00:00,14232859
2018-10-11 00:00:00+00:00,14193284
2018-10-12 00:00:00+00:00,11928443
2018-10-13 00:00:00+00:00,12858389
2018-10-14 00:00:00+00:00,13118608
2018-10-15 00:00:00+00:00,13107525
2018-10-16 00:00:00+00:00,15120367
2018-10-17 00:00:00+00:00,14676038
2018-10-18 00:00:00+00:00,16459120
2018-10-19 00:00:00+00:00,15766661
2018-10-20 00:00:00+00:00,16173353
2018-10-21 00:00:00+00:00,15344886
2018-10-22 00:00:00+00:00,16626445
2018-10-23 00:00:00+00:00,17177485
2018-10-24 00:00:00+00:00,17060213
2018-10-25 00:00:00+00:00,17745805
2018-10-26 00:00:00+00:00,18335693
2018-10-27 00:00:00+00:00,16297339
2018-10-28 00:00:00+00:00,18124774
2018-10-29 00:00:00+00:00,18378903
2018-10-30 00:00:00+00:00,17137508
2018-10-31 00:00:00+00:00,15904405
2018-11-01 00:00:00+00:00,16170857
2018-11-02 00:00:00+00:00,16004698
2018-11-03 00:00:00+00:00,11825468
2018-11-04 00:00:00+00:00,18343307
2018-11-05 00:00:00+00:00,16132848
2018-11-06 00:00:00+00:00,16123521
2018-11-07 00:00:00+00:00,16610845
2018-11-08 00:00:00+00:00,16583198
2018-11-09 00:00:00+00:00,15826144
2018-11-10 00:00:00+00:00,15734245
2018-11-11 00:00:00+00:00,16062153
2018-11-12 00:00:00+00:00,15554185
2018-11-13 00:00:00+00:00,15761892
2018-11-14 00:00:00+00:00,15442880
2018-11-15 00:00:00+00:00,12952073
2018-11-16 00:00:00+00:00,12990309
2018-11-17 00:00:00+00:00,12813281
2018-11-18 00:00:00+00:00,12519141
2018-11-19 00:00:00+00:00,23183102
2018-11-20 00:00:00+00:00,10263670
2018-11-21 00:00:00+00:00,8741508
2018-11-22 00:00:00+00:00,9535385
2018-11-23 00:00:00+00:00,10694808
2018-11-24 00:00:00+00:00,10583791
2018-11-25 00:00:00+00:00,9642573
2018-11-26 00:00:00+00:00,10688756
2018-11-27 00:00:00+00:00,10013259
2018-11-28 00:00:00+00:00,11008664
2018-11-29 00:00:00+00:00,12544817
2018-11-30 00:00:00+00:00,12491893
2018-12-01 00:00:00+00:00,12166000
2018-12-02 00:00:00+00:00,13221851
2018-12-03 00:00:00+00:00,12384552
2018-12-04 00:00:00+00:00,10976654
2018-12-05 00:00:00+00:00,10974056
2018-12-06 00:00:00+00:00,9090091
2018-12-07 00:00:00+00:00,8277595
2018-12-08 00:00:00+00:00,8813639
2018-12-09 00:00:00+00:00,9296580
2018-12-10 00:00:00+00:00,8282530
2018-12-11 00:00:00+00:00,8164333
2018-12-12 00:00:00+00:00,8027331
2018-12-13 00:00:00+00:00,8382716
2018-12-14 00:00:00+00:00,7975874
2018-12-15 00:00:00+00:00,7395409
2018-12-16 00:00:00+00:00,7772209
2018-12-17 00:00:00+00:00,8236167
2018-12-18 00:00:00+00:00,9340631
2018-12-19 00:00:00+00:00,9786858
2018-12-20 00:00:00+00:00,9593244
2018-12-21 00:00:00+00:00,10845835
2018-12-22 00:00:00+00:00,11597399
2018-12-23 00:00:00+00:00,12002498
2018-12-24 00:00:00+00:00,13135497
2018-12-25 00:00:00+00:00,14344601
2018-12-26 00:00:00+00:00,13105091
2018-12-27 00:00:00+00:00,13964751
2018-12-28 00:00:00+00:00,12584979
2018-12-29 00:00:00+00:00,12995052
2018-12-30 00:00:00+00:00,4149781
2018-12-31 00:00:00+00:00,3926020
2019-01-01 00:00:00+00:00,3802744
2019-01-02 00:00:00+00:00,4008486
2019-01-03 00:00:00+00:00,5319596
2019-01-04 00:00:00+00:00,294208321
2019-01-05 00:00:00+00:00,309745091
2019-01-06 00:00:00+00:00,318980505
2019-01-07 00:00:00+00:00,307408750
2019-01-08 00:00:00+00:00,306308425
2019-01-09 00:00:00+00:00,299653957
2019-01-10 00:00:00+00:00,127396493
2019-01-11 00:00:00+00:00,264725393
2019-01-12 00:00:00+00:00,296973587
2019-01-13 00:00:00+00:00,264438448
2019-01-14 00:00:00+00:00,198839141
2019-01-15 00:00:00+00:00,267683814
2019-01-16 00:00:00+00:00,268633401
2019-01-17 00:00:00+00:00,275035708
2019-01-18 00:00:00+00:00,283498414
2019-01-19 00:00:00+00:00,249689714
2019-01-20 00:00:00+00:00,257495174
2019-01-21 00:00:00+00:00,254147232
2019-01-22 00:00:00+00:00,245890917
2019-01-23 00:00:00+00:00,241474745
2019-01-24 00:00:00+00:00,249169188
2019-01-25 00:00:00+00:00,247422098
2019-01-26 00:00:00+00:00,247543454
2019-01-27 00:00:00+00:00,251016629
2019-01-28 00:00:00+00:00,245296593
2019-01-29 00:00:00+00:00,116245311
2019-01-30 00:00:00+00:00,223301297
2019-01-31 00:00:00+00:00,228107708
2019-02-01 00:00:00+00:00,233968658
2019-02-02 00:00:00+00:00,232442634
2019-02-03 00:00:00+00:00,235456022
2019-02-04 00:00:00+00:00,235578448
2019-02-05 00:00:00+00:00,234909519
2019-02-06 00:00:00+00:00,236773159
2019-02-07 00:00:00+00:00,228764767
2019-02-08 00:00:00+00:00,234354715
2019-02-09 00:00:00+00:00,241425597
2019-02-10 00:00:00+00:00,267431881
2019-02-11 00:00:00+00:00,265070298
2019-02-12 00:00:00+00:00,270383828
2019-02-13 00:00:00+00:00,268607579
2019-02-14 00:00:00+00:00,274213912
2019-02-15 00:00:00+00:00,270750238
2019-02-16 00:00:00+00:00,283524342
2019-02-17 00:00:00+00:00,275200719
2019-02-18 00:00:00+00:00,288520270
2019-02-19 00:00:00+00:00,313169482
2019-02-20 00:00:00+00:00,332437917
2019-02-21 00:00:00+00:00,329909823
2019-02-22 00:00:00+00:00,329296650
2019-02-23 00:00:00+00:00,337836678
2019-02-24 00:00:00+00:00,339805214
2019-02-25 00:00:00+00:00,371164393
2019-02-26 00:00:00+00:00,316848488
2019-02-27 00:00:00+00:00,315753211
2019-02-28 00:00:00+00:00,318976156
2019-03-01 00:00:00+00:00,316729709
2019-03-02 00:00:00+00:00,321345982
2019-03-03 00:00:00+00:00,310261429
2019-03-04 00:00:00+00:00,312056593
2019-03-05 00:00:00+00:00,295022835
2019-03-06 00:00:00+00:00,302779678
2019-03-07 00:00:00+00:00,326723090
2019-03-08 00:00:00+00:00,329217446
2019-03-09 00:00:00+00:00,320971129
2019-03-10 00:00:00+00:00,330983605
2019-03-11 00:00:00+00:00,320478613
2019-03-12 00:00:00+00:00,317543395
2019-03-13 00:00:00+00:00,319230320
2019-03-14 00:00:00+00:00,313431218
2019-03-15 00:00:00+00:00,316388289
2019-03-16 00:00:00+00:00,322916350
2019-03-17 00:00:00+00:00,342141061
2019-03-18 00:00:00+00:00,341632333
2019-03-19 00:00:00+00:00,337294308
2019-03-20 00:00:00+00:00,334564251
2019-03-21 00:00:00+00:00,335260329
2019-03-22 00:00:00+00:00,332300551
2019-03-23 00:00:00+00:00,324773915
2019-03-24 00:00:00+00:00,327153921
2019-03-25 00:00:00+00:00,327955278
2019-03-26 00:00:00+00:00,322274534
2019-03-27 00:00:00+00:00,319316354
2019-03-28 00:00:00+00:00,334451907
2019-03-29 00:00:00+00:00,328211275
2019-03-30 00:00:00+00:00,337504510
2019-03-31 00:00:00+00:00,343719903
2019-04-01 00:00:00+00:00,340823812
2019-04-02 00:00:00+00:00,338381206
2019-04-03 00:00:00+00:00,369846706
2019-04-04 00:00:00+00:00,401181397
2019-04-05 00:00:00+00:00,385715603
2019-04-06 00:00:00+00:00,395331496
2019-04-07 00:00:00+00:00,394683975
2019-04-08 00:00:00+00:00,405978324
2019-04-09 00:00:00+00:00,426086588
2019-04-10 00:00:00+00:00,424955809
2019-04-11 00:00:00+00:00,435237274
2019-04-12 00:00:00+00:00,398687476
2019-04-13 00:00:00+00:00,400188874
2019-04-14 00:00:00+00:00,392786674
2019-04-15 00:00:00+00:00,393553230
2019-04-16 00:00:00+00:00,396237025
2019-04-17 00:00:00+00:00,386796736
2019-04-18 00:00:00+00:00,400108997
2019-04-19 00:00:00+00:00,406698219
2019-04-20 00:00:00+00:00,409420715
2019-04-21 00:00:00+00:00,402979949
2019-04-22 00:00:00+00:00,392723535
2019-04-23 00:00:00+00:00,400155120
2019-04-24 00:00:00+00:00,407438227
2019-04-25 00:00:00+00:00,383122944
2019-04-26 00:00:00+00:00,377451706
2019-04-27 00:00:00+00:00,361559183
2019-04-28 00:00:00+00:00,359773103
2019-04-29 00:00:00+00:00,364062961
2019-04-30 00:00:00+00:00,354098260
2019-05-01 00:00:00+00:00,369556572
2019-05-02 00:00:00+00:00,376621324
2019-05-03 00:00:00+00:00,369786369
2019-05-04 00:00:00+00:00,378349554
2019-05-05 00:00:00+00:00,373173318
2019-05-06 00:00:00+00:00,374233912
2019-05-07 00:00:00+00:00,375572417
2019-05-08 00:00:00+00:00,405560929
2019-05-09 00:00:00+00:00,385161431
2019-05-10 00:00:00+00:00,385965536
2019-05-11 00:00:00+00:00,383055651
2019-05-12 00:00:00+00:00,412285987
2019-05-13 00:00:00+00:00,416541036
2019-05-14 00:00:00+00:00,423179296
2019-05-15 00:00:00+00:00,452415244
2019-05-16 00:00:00+00:00,498060910
2019-05-17 00:00:00+00:00,504888844
2019-05-18 00:00:00+00:00,468518233
2019-05-19 00:00:00+00:00,478196678
2019-05-20 00:00:00+00:00,510944841
2019-05-21 00:00:00+00:00,501212253
2019-05-22 00:00:00+00:00,500114670
2019-05-23 00:00:00+00:00,498713272
2019-05-24 00:00:00+00:00,473668301
2019-05-25 00:00:00+00:00,498803750
2019-05-26 00:00:00+00:00,506663097
2019-05-27 00:00:00+00:00,489821593
2019-05-28 00:00:00+00:00,516650210
2019-05-29 00:00:00+00:00,503991629
2019-05-30 00:00:00+00:00,498744346
2019-05-31 00:00:00+00:00,517457888
2019-06-01 00:00:00+00:00,476387271
2019-06-02 00:00:00+00:00,501962571
2019-06-03 00:00:00+00:00,504027614
2019-06-04 00:00:00+00:00,490744649
2019-06-05 00:00:00+00:00,459645086
2019-06-06 00:00:00+00:00,461791640
2019-06-07 00:00:00+00:00,465965980
2019-06-08 00:00:00+00:00,469767636
2019-06-09 00:00:00+00:00,470263213
2019-06-10 00:00:00+00:00,459179290
2019-06-11 00:00:00+00:00,461613988
2019-06-12 00:00:00+00:00,457064926
2019-06-13 00:00:00+00:00,474562663
2019-06-14 00:00:00+00:00,485597260
2019-06-15 00:00:00+00:00,484243010
2019-06-16 00:00:00+00:00,495664501
2019-06-17 00:00:00+00:00,509130301
2019-06-18 00:00:00+00:00,513188682
2019-06-19 00:00:00+00:00,504467906
2019-06-20 00:00:00+00:00,504383890
2019-06-21 00:00:00+00:00,505731952
2019-06-22 00:00:00+00:00,543938953
2019-06-23 00:00:00+00:00,573222685
2019-06-24 00:00:00+00:00,571499683
2019-06-25 00:00:00+00:00,572841925
2019-06-26 00:00:00+00:00,571494615
2019-06-27 00:00:00+00:00,597282109
2019-06-28 00:00:00+00:00,555390168
2019-06-29 00:00:00+00:00,548534096
2019-06-30 00:00:00+00:00,545618207
2019-07-01 00:00:00+00:00,537371447
2019-07-02 00:00:00+00:00,530426404
2019-07-03 00:00:00+00:00,502513836
2019-07-04 00:00:00+00:00,532202178
2019-07-05 00:00:00+00:00,536969989
2019-07-06 00:00:00+00:00,536429791
2019-07-07 00:00:00+00:00,528223283
2019-07-08 00:00:00+00:00,536619783
2019-07-09 00:00:00+00:00,564140396
2019-07-10 00:00:00+00:00,569084754
2019-07-11 00:00:00+00:00,560567065
2019-07-12 00:00:00+00:00,504610928
2019-07-13 00:00:00+00:00,511192650
2019-07-14 00:00:00+00:00,494118393
2019-07-15 00:00:00+00:00,455560455
2019-07-16 00:00:00+00:00,455381736
2019-07-17 00:00:00+00:00,464155133
2019-07-18 00:00:00+00:00,443467021
2019-07-19 00:00:00+00:00,435097294
2019-07-20 00:00:00+00:00,435277161
2019-07-21 00:00:00+00:00,453915398
2019-07-22 00:00:00+00:00,487345782
2019-07-23 00:00:00+00:00,437106528
2019-07-24 00:00:00+00:00,411475341
2019-07-25 00:00:00+00:00,445692499
2019-07-26 00:00:00+00:00,426932556
2019-07-27 00:00:00+00:00,423785541
2019-07-28 00:00:00+00:00,409560108
2019-07-29 00:00:00+00:00,411354744
2019-07-30 00:00:00+00:00,409953985
2019-07-31 00:00:00+00:00,409390203
2019-08-01 00:00:00+00:00,418105184
2019-08-02 00:00:00+00:00,417987722
2019-08-03 00:00:00+00:00,429347178
2019-08-04 00:00:00+00:00,435475467
2019-08-05 00:00:00+00:00,430499927
